Unnamed: 0,org.apache.commons.lang3.LocaleUtils,org.apache.commons.lang3.Range,org.apache.commons.lang3.SystemUtils,org.apache.commons.lang3.SerializationUtils,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.Conversion,org.apache.commons.lang3.CharRange,org.apache.commons.lang3.JavaVersion,org.apache.commons.lang3.CharSequenceUtils,org.apache.commons.lang3.Validate,org.apache.commons.lang3.BitField,org.apache.commons.lang3.RandomStringUtils,org.apache.commons.lang3.AnnotationUtils,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.CharSetUtils,org.apache.commons.lang3.ObjectUtils,org.apache.commons.lang3.StringEscapeUtils,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.SerializationException,org.apache.commons.lang3.BooleanUtils,org.apache.commons.lang3.CharEncoding,org.apache.commons.lang3.CharSet,org.apache.commons.lang3.EnumUtils,org.apache.commons.lang3.event.EventUtils,org.apache.commons.lang3.event.EventListenerSupport,org.apache.commons.lang3.text.StrTokenizer,org.apache.commons.lang3.text.FormattableUtils,org.apache.commons.lang3.text.CompositeFormat,org.apache.commons.lang3.text.StrBuilder,org.apache.commons.lang3.text.StrLookup,org.apache.commons.lang3.text.FormatFactory,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.WordUtils,org.apache.commons.lang3.text.StrSubstitutor,org.apache.commons.lang3.text.ExtendedMessageFormat,org.apache.commons.lang3.text.translate.CharSequenceTranslator,org.apache.commons.lang3.text.translate.CodePointTranslator,org.apache.commons.lang3.text.translate.NumericEntityEscaper,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.UnicodeUnescaper,org.apache.commons.lang3.text.translate.LookupTranslator,org.apache.commons.lang3.text.translate.AggregateTranslator,org.apache.commons.lang3.text.translate.OctalUnescaper,org.apache.commons.lang3.text.translate.JavaUnicodeEscaper,org.apache.commons.lang3.text.translate.EntityArrays,org.apache.commons.lang3.reflect.FieldUtils,org.apache.commons.lang3.reflect.ConstructorUtils,org.apache.commons.lang3.reflect.MemberUtils,org.apache.commons.lang3.reflect.MethodUtils,org.apache.commons.lang3.reflect.TypeUtils,org.apache.commons.lang3.exception.ExceptionUtils,org.apache.commons.lang3.exception.ContextedException,org.apache.commons.lang3.exception.CloneFailedException,org.apache.commons.lang3.exception.ExceptionContext,org.apache.commons.lang3.exception.ContextedRuntimeException,org.apache.commons.lang3.exception.DefaultExceptionContext,org.apache.commons.lang3.time.FastDatePrinter,org.apache.commons.lang3.time.DateParser,org.apache.commons.lang3.time.FormatCache,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.DurationFormatUtils,org.apache.commons.lang3.time.FastDateParser,org.apache.commons.lang3.time.StopWatch,org.apache.commons.lang3.time.DateFormatUtils,org.apache.commons.lang3.time.DateUtils,org.apache.commons.lang3.time.DatePrinter,org.apache.commons.lang3.mutable.MutableBoolean,org.apache.commons.lang3.mutable.Mutable,org.apache.commons.lang3.mutable.MutableObject,org.apache.commons.lang3.mutable.MutableShort,org.apache.commons.lang3.mutable.MutableInt,org.apache.commons.lang3.mutable.MutableFloat,org.apache.commons.lang3.mutable.MutableDouble,org.apache.commons.lang3.mutable.MutableLong,org.apache.commons.lang3.mutable.MutableByte,org.apache.commons.lang3.tuple.MutablePair,org.apache.commons.lang3.tuple.ImmutablePair,org.apache.commons.lang3.tuple.Pair,org.apache.commons.lang3.tuple.Triple,org.apache.commons.lang3.tuple.MutableTriple,org.apache.commons.lang3.tuple.ImmutableTriple,org.apache.commons.lang3.concurrent.AtomicSafeInitializer,org.apache.commons.lang3.concurrent.BasicThreadFactory,org.apache.commons.lang3.concurrent.BackgroundInitializer,org.apache.commons.lang3.concurrent.CallableBackgroundInitializer,org.apache.commons.lang3.concurrent.AtomicInitializer,org.apache.commons.lang3.concurrent.ConcurrentUtils,org.apache.commons.lang3.concurrent.ConstantInitializer,org.apache.commons.lang3.concurrent.ConcurrentInitializer,org.apache.commons.lang3.concurrent.TimedSemaphore,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.LazyInitializer,org.apache.commons.lang3.concurrent.ConcurrentRuntimeException,org.apache.commons.lang3.concurrent.ConcurrentException,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.IEEE754rUtils,org.apache.commons.lang3.math.Fraction,org.apache.commons.lang3.builder.EqualsBuilder,org.apache.commons.lang3.builder.IDKey,org.apache.commons.lang3.builder.StandardToStringStyle,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,org.apache.commons.lang3.builder.Builder,org.apache.commons.lang3.builder.HashCodeBuilder,org.apache.commons.lang3.builder.CompareToBuilder
0,-14,0,0,0,0,0,0,-261,0,0,-15,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-190,0,0,0,0,-13,0,0,0,0,0,-29,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-1,0,0,0,0,0,0,0,0,0,0
0,-14,0,0,0,0,0,0,0,0,0,-15,-6,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,-261,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-6,0,0,-4,0,0,-1,0,-32,-1,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,-1,-31,0,0,0,-32,-1,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-8,0,0,0,0,0,0
0,-14,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-190,0,0,0,0,0,-6,0,0,0,-31,0,-1,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-1,0,0,-15,0,0,0,0,0,0,0
0,-14,0,0,0,0,0,0,-261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,-31,0,-1,0,-32,0,0,0,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,-33,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,-6,0,0,-4,-31,0,-1,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-261,0,0,-15,0,0,0,-397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,-31,0,-1,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-31,0,-1,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,-36,0,-190,0,0,0,0,0,0,0,-32,0,-31,-24,-1,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-261,0,0,0,0,0,0,0,0,0,-29,0,-1,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-32,0,-31,-24,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,0,0,0,0,0,0,-397,0,0,-29,0,-1,0,0,0,0,-2,0,0,0,-2,0,-36,0,0,0,0,0,0,0,0,0,-32,-3,-31,-24,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-14,-26,-17,-17,-18,-16,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-261,0,0,0,-1,0,-24,0,0,0,-29,0,0,0,0,-23,0,-2,0,0,0,-2,0,-36,0,0,0,0,0,-40,0,-1,0,-32,-3,-31,-17,0,0,-32,0,0,0,0,0,-46,0,0,0,0,-36,0,0,-2,0,-1,0,0,-33,0,0,0,0,-21,-14,-26,-17,-17,-18,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,-15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-24,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,-2,0,-36,0,-190,0,0,0,-9,0,-1,0,-32,-3,0,0,-1,0,-32,0,0,-36,0,0,-46,0,0,0,0,-36,0,0,0,0,0,0,0,-33,0,0,0,0,-21,-14,-26,-17,-17,-18,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,-10,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,-1,-31,0,-1,0,-32,0,0,-11,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,-5,-86,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,-261,0,0,0,0,-10,-24,-397,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,-31,-21,0,0,-32,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-8,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,0,0,0,0,-40,0,0,-1,0,-3,0,0,-2,0,-32,0,0,-35,-2,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,-4,0,-86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,-261,0,0,0,0,-10,0,0,0,0,-29,0,0,0,0,0,-1,-1,0,0,0,0,0,-36,0,-190,0,0,0,-40,0,0,-1,0,0,0,0,0,0,-32,-7,0,-35,-2,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,-8,0,0,0,0,-2,0,0,0,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,-10,0,0,0,0,-29,0,0,0,0,-23,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-39,0,0,-32,0,-1,0,0,0,0,-32,-4,0,-35,0,0,-46,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-18,-9,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,-397,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-31,0,0,0,-32,-4,0,0,0,0,-46,0,-2,0,0,0,0,0,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-261,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,-31,0,0,0,-32,0,0,-8,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,-3,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,0,0,0,0,-10,0,0,0,-91,0,0,-8,0,0,0,-1,0,0,0,0,0,0,0,0,-190,0,0,0,0,0,0,0,0,0,-31,0,0,0,-32,0,0,-8,0,0,-46,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-261,0,0,0,0,-10,0,0,0,0,0,0,-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,-2,0,0,0,0,-32,0,0,0,0,0,-46,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-2,0,0,-15,0,0,0,0,0,0,0
0,0,0,0,0,0,-42,0,0,0,0,0,0,-10,0,-397,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,0,0,-6,-46,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,0,0,0,0,-1,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-2,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,0,0,0,-46,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,-86,-2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-261,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-190,-1,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,-35,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-1,-25,0,-15,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-38,0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-86,0,0,0,-15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-38,-261,0,0,0,-3,0,0,-397,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,-3,0,-8,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-7,0,-5,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,-12,0,0,-86,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,-8,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-7,0,-5,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190,0,0,0,0,0,0,-2,0,0,-26,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,-8,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-1,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-7,-261,0,0,0,0,0,0,0,-2,0,-29,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-15,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,-2,0,0,0,-1,0,-397,-2,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,-2,0,0,0,-1,0,0,-2,-1,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-38,0,0,0,0,0,-1,0,0,-2,-1,-29,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,-32,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0
0,0,-2,0,0,-107,0,-38,0,0,0,0,0,0,0,0,0,0,-29,0,-1,0,0,0,-1,0,-15,0,0,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,-25,0,0,0,-32,0,0,0,0,0,-1,0,0,0,0,0,0,0,-86,0,-3,0,0,0,-112,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-9,-16,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-38,0,-2,0,0,0,0,0,-397,-2,0,-29,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,-25,0,0,0,-32,0,0,0,0,0,-1,0,0,0,0,0,0,0,-37,0,0,0,0,-33,-112,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-9,-16,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,-38,0,-2,0,0,0,-1,0,0,-2,0,-29,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-33,-112,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-9,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8,0,-5,0,0,-2,-1,0,0,-1,0,0,0,0,-29,0,0,0,0,-23,0,-3,0,0,0,0,0,0,0,0,0,0,0,-42,0,0,-13,0,0,-15,0,0,0,-32,0,0,0,0,-6,0,0,0,0,0,-3,0,0,-86,0,0,0,-7,0,-112,0,-1,0,0,0,0,0,0,0,0,0,-48,0,0,-9,0,0,0,0,-2,0,0,0,0,0,0,-3,0,0,-1,0,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,-5,0,0,0,-1,0,0,-1,0,0,-2,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,-15,0,0,-29,-32,-20,0,0,0,-6,0,0,0,0,0,-3,0,0,-86,0,0,0,0,0,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-397,-2,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,0,0,-13,0,0,0,0,0,0,-32,-4,-1,0,0,0,0,0,0,0,0,-3,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,-1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-167,0,0,0,0,0
0,0,0,0,-7,0,-1,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,0,-7,0,0,0,0,0,0,-32,0,-1,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-6,0,-1,0,0,0,0,0,-1,-1,0,0,-2,0,0,0,0,0,0,-23,0,0,0,0,-1,0,0,-2,0,0,0,0,0,-42,0,0,-7,0,0,-24,0,0,0,-32,-18,0,0,0,-3,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,-2,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,-32,-6,-1,-35,0,-3,0,0,0,0,0,-3,0,0,-86,0,0,0,-7,-33,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-6,0,-5,0,0,0,0,0,0,0,0,-397,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,-3,-7,-2,0,0,0,0,0,-32,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,0,-7,0,0,0,0,0,0,-32,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,-3,0,0,0,0,0,0,-32,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,0,-10,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0
0,0,0,0,-6,-107,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,-3,0,0,0,0,0,0,-32,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-172,0,0,0,0,0,0,-2,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5,0,-258,0,-107,0,-26,-261,0,0,0,0,0,0,-397,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,-2,0,0,-29,0,0,0,0,0,0,0,0,0,-32,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,-261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,-2,0,0,-29,0,0,0,0,0,0,0,0,0,-32,0,0,0,-8,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-8,0,0,0,0,0,0
